#doc source pos typeindex type topic
#alpha : 5.0 5.0 5.0 5.0 5.0 5.0 5.0 5.0 5.0 5.0 
#beta : 0.01
15 sample-data/web/en/gunnhild.txt 61 1048 number 7
15 sample-data/web/en/gunnhild.txt 62 1049 children 5
15 sample-data/web/en/gunnhild.txt 63 1010 erik 7
15 sample-data/web/en/gunnhild.txt 64 1050 rulers 7
15 sample-data/web/en/gunnhild.txt 65 1013 norway 7
15 sample-data/web/en/gunnhild.txt 66 1051 late 9
15 sample-data/web/en/gunnhild.txt 67 1052 tenth 9
15 sample-data/web/en/gunnhild.txt 68 899 century 7
15 sample-data/web/en/gunnhild.txt 69 1026 details 7
15 sample-data/web/en/gunnhild.txt 70 916 life 7
15 sample-data/web/en/gunnhild.txt 71 1053 largely 3
15 sample-data/web/en/gunnhild.txt 72 1054 icelandic 7
15 sample-data/web/en/gunnhild.txt 73 1055 sources 8
15 sample-data/web/en/gunnhild.txt 74 1056 icelanders 8
15 sample-data/web/en/gunnhild.txt 75 1057 generally 7
15 sample-data/web/en/gunnhild.txt 76 1058 hostile 7
15 sample-data/web/en/gunnhild.txt 77 1040 husband 7
15 sample-data/web/en/gunnhild.txt 78 1059 scholars 5
15 sample-data/web/en/gunnhild.txt 79 1060 regard 7
15 sample-data/web/en/gunnhild.txt 80 1061 episodes 7
15 sample-data/web/en/gunnhild.txt 81 1062 reported 3
15 sample-data/web/en/gunnhild.txt 82 1063 suspect 0
16 sample-data/web/en/hawes.txt 0 1064 richard 3
16 sample-data/web/en/hawes.txt 1 1065 hawes 3
16 sample-data/web/en/hawes.txt 2 1036 united 3
16 sample-data/web/en/hawes.txt 3 1066 states 3
16 sample-data/web/en/hawes.txt 4 1067 representative 0
16 sample-data/web/en/hawes.txt 5 1068 kentucky 3
16 sample-data/web/en/hawes.txt 6 1069 confederate 3
16 sample-data/web/en/hawes.txt 7 1070 governor 3
16 sample-data/web/en/hawes.txt 8 1068 kentucky 3
16 sample-data/web/en/hawes.txt 9 1071 originally 9
16 sample-data/web/en/hawes.txt 10 1072 whig 3
16 sample-data/web/en/hawes.txt 11 1065 hawes 3
16 sample-data/web/en/hawes.txt 12 1073 democrat 7
16 sample-data/web/en/hawes.txt 13 1074 dissolution 3
16 sample-data/web/en/hawes.txt 14 1072 whig 3
16 sample-data/web/en/hawes.txt 15 1075 party 0
16 sample-data/web/en/hawes.txt 16 1076 outbreak 8
16 sample-data/web/en/hawes.txt 17 1077 american 3
16 sample-data/web/en/hawes.txt 18 1078 civil 3
16 sample-data/web/en/hawes.txt 19 1 war 1
16 sample-data/web/en/hawes.txt 20 1065 hawes 3
16 sample-data/web/en/hawes.txt 21 1079 supporter 4
16 sample-data/web/en/hawes.txt 22 1068 kentucky 3
16 sample-data/web/en/hawes.txt 23 1080 doctrine 9
16 sample-data/web/en/hawes.txt 24 1081 armed 7
16 sample-data/web/en/hawes.txt 25 1082 neutrality 3
16 sample-data/web/en/hawes.txt 26 1083 commonwealth 3
16 sample-data/web/en/hawes.txt 27 1082 neutrality 3
16 sample-data/web/en/hawes.txt 28 1084 breached 7
16 sample-data/web/en/hawes.txt 29 764 september 3
16 sample-data/web/en/hawes.txt 30 1065 hawes 3
16 sample-data/web/en/hawes.txt 31 1085 fled 7
16 sample-data/web/en/hawes.txt 32 1086 virginia 3
16 sample-data/web/en/hawes.txt 33 1087 enlisted 0
16 sample-data/web/en/hawes.txt 34 1088 brigade 3
16 sample-data/web/en/hawes.txt 35 1089 commissary 1
16 sample-data/web/en/hawes.txt 36 1069 confederate 3
16 sample-data/web/en/hawes.txt 37 1090 general 3
16 sample-data/web/en/hawes.txt 38 1091 humphrey 2
16 sample-data/web/en/hawes.txt 39 1092 marshall 3
16 sample-data/web/en/hawes.txt 40 1093 elected 3
16 sample-data/web/en/hawes.txt 41 1069 confederate 3
16 sample-data/web/en/hawes.txt 42 1070 governor 3
16 sample-data/web/en/hawes.txt 43 1083 commonwealth 3
16 sample-data/web/en/hawes.txt 44 1051 late 4
16 sample-data/web/en/hawes.txt 45 1094 george 4
16 sample-data/web/en/hawes.txt 46 1095 johnson 2
16 sample-data/web/en/hawes.txt 47 1039 death 2
16 sample-data/web/en/hawes.txt 48 1096 battle 3
16 sample-data/web/en/hawes.txt 49 1097 shiloh 3
16 sample-data/web/en/hawes.txt 50 1065 hawes 3
16 sample-data/web/en/hawes.txt 51 1069 confederate 3
16 sample-data/web/en/hawes.txt 52 1098 government 3
16 sample-data/web/en/hawes.txt 53 1099 traveled 0
16 sample-data/web/en/hawes.txt 54 1100 braxton 3
16 sample-data/web/en/hawes.txt 55 1101 bragg 3
16 sample-data/web/en/hawes.txt 56 1102 army 3
16 sample-data/web/en/hawes.txt 57 1103 tennessee 3
16 sample-data/web/en/hawes.txt 58 1101 bragg 3
16 sample-data/web/en/hawes.txt 59 1104 invaded 3
16 sample-data/web/en/hawes.txt 60 1068 kentucky 3
16 sample-data/web/en/hawes.txt 61 1105 october 7
16 sample-data/web/en/hawes.txt 62 1106 captured 0
16 sample-data/web/en/hawes.txt 63 1107 frankfort 3
16 sample-data/web/en/hawes.txt 64 1108 held 3
16 sample-data/web/en/hawes.txt 65 1109 inauguration 6
16 sample-data/web/en/hawes.txt 66 1110 ceremony 0
16 sample-data/web/en/hawes.txt 67 1065 hawes 3
16 sample-data/web/en/hawes.txt 68 1110 ceremony 0
16 sample-data/web/en/hawes.txt 69 1111 interrupted 5
16 sample-data/web/en/hawes.txt 70 1112 forces 4
16 sample-data/web/en/hawes.txt 71 1113 union 3
16 sample-data/web/en/hawes.txt 72 1090 general 3
16 sample-data/web/en/hawes.txt 73 1114 don 3
16 sample-data/web/en/hawes.txt 74 1115 carlos 3
16 sample-data/web/en/hawes.txt 75 1116 buell 3
16 sample-data/web/en/hawes.txt 76 1117 confederates 3
16 sample-data/web/en/hawes.txt 77 1118 driven 3
16 sample-data/web/en/hawes.txt 78 1083 commonwealth 3
16 sample-data/web/en/hawes.txt 79 1096 battle 3
16 sample-data/web/en/hawes.txt 80 1119 perryville 2
16 sample-data/web/en/hawes.txt 81 1065 hawes 3
16 sample-data/web/en/hawes.txt 82 1120 relocated 4
16 sample-data/web/en/hawes.txt 83 1086 virginia 3
16 sample-data/web/en/hawes.txt 84 1121 continued 9
16 sample-data/web/en/hawes.txt 85 1122 lobby 7
16 sample-data/web/en/hawes.txt 86 1123 president 2
16 sample-data/web/en/hawes.txt 87 1124 jefferson 8
16 sample-data/web/en/hawes.txt 88 1125 davis 3
16 sample-data/web/en/hawes.txt 89 1126 attempt 2
16 sample-data/web/en/hawes.txt 90 737 invasion 9
16 sample-data/web/en/hawes.txt 91 1068 kentucky 3
16 sample-data/web/en/hawes.txt 92 1 war 1
16 sample-data/web/en/hawes.txt 93 1127 returned 1
16 sample-data/web/en/hawes.txt 94 1128 home 7
16 sample-data/web/en/hawes.txt 95 1129 paris 0
16 sample-data/web/en/hawes.txt 96 1068 kentucky 3
16 sample-data/web/en/hawes.txt 97 1130 swore 3
16 sample-data/web/en/hawes.txt 98 1131 oath 2
16 sample-data/web/en/hawes.txt 99 1132 allegiance 3
16 sample-data/web/en/hawes.txt 100 1113 union 3
16 sample-data/web/en/hawes.txt 101 1133 allowed 3
16 sample-data/web/en/hawes.txt 102 1134 return 4
16 sample-data/web/en/hawes.txt 103 978 law 7
16 sample-data/web/en/hawes.txt 104 1135 practice 3
17 sample-data/web/en/hill.txt 0 1136 clem 8
17 sample-data/web/en/hill.txt 1 1137 hill 0
17 sample-data/web/en/hill.txt 2 1138 australian 0
17 sample-data/web/en/hill.txt 3 1139 cricketer 4
17 sample-data/web/en/hill.txt 4 1140 played 4
17 sample-data/web/en/hill.txt 5 1141 test 0
17 sample-data/web/en/hill.txt 6 1142 matches 9
17 sample-data/web/en/hill.txt 7 1143 specialist 0
17 sample-data/web/en/hill.txt 8 1144 batsman 0
17 sample-data/web/en/hill.txt 9 1145 captained 0
17 sample-data/web/en/hill.txt 10 1138 australian 0
17 sample-data/web/en/hill.txt 11 1146 team 0
17 sample-data/web/en/hill.txt 12 286 ten 4
17 sample-data/web/en/hill.txt 13 1147 tests 9
17 sample-data/web/en/hill.txt 14 1148 winning 3
17 sample-data/web/en/hill.txt 15 1149 losing 7
17 sample-data/web/en/hill.txt 16 1150 prolific 7
17 sample-data/web/en/hill.txt 17 1151 run 0
17 sample-data/web/en/hill.txt 18 1152 scorer 1
17 sample-data/web/en/hill.txt 19 1137 hill 0
17 sample-data/web/en/hill.txt 20 1153 scored 6
17 sample-data/web/en/hill.txt 21 1154 runs 0
17 sample-data/web/en/hill.txt 22 1141 test 0
17 sample-data/web/en/hill.txt 23 1155 cricket 0
17 sample-data/web/en/hill.txt 24 1156 world 0
17 sample-data/web/en/hill.txt 25 1157 record 0
17 sample-data/web/en/hill.txt 26 914 time 4
17 sample-data/web/en/hill.txt 27 1158 retirement 0
17 sample-data/web/en/hill.txt 28 946 average 4
17 sample-data/web/en/hill.txt 29 1159 innings 0
17 sample-data/web/en/hill.txt 30 1020 including 7
17 sample-data/web/en/hill.txt 31 1160 centuries 0
17 sample-data/web/en/hill.txt 32 1137 hill 0
17 sample-data/web/en/hill.txt 33 1144 batsman 0
17 sample-data/web/en/hill.txt 34 1161 make 7
17 sample-data/web/en/hill.txt 35 1141 test 0
17 sample-data/web/en/hill.txt 36 1154 runs 0
17 sample-data/web/en/hill.txt 37 1162 calendar 0
17 sample-data/web/en/hill.txt 38 1163 year 0
17 sample-data/web/en/hill.txt 39 1164 feat 0
17 sample-data/web/en/hill.txt 40 1165 repeated 0
17 sample-data/web/en/hill.txt 41 1166 years 0
17 sample-data/web/en/hill.txt 42 1159 innings 0
17 sample-data/web/en/hill.txt 43 1153 scored 6
17 sample-data/web/en/hill.txt 44 1167 south 0
17 sample-data/web/en/hill.txt 45 1168 wales 3
17 sample-data/web/en/hill.txt 46 1167 south 0
17 sample-data/web/en/hill.txt 47 1169 australia 0
17 sample-data/web/en/hill.txt 48 1170 sheffield 0
17 sample-data/web/en/hill.txt 49 1171 shield 0
17 sample-data/web/en/hill.txt 50 1157 record 0
17 sample-data/web/en/hill.txt 51 1166 years 0
17 sample-data/web/en/hill.txt 52 1141 test 0
17 sample-data/web/en/hill.txt 53 1155 cricket 0
17 sample-data/web/en/hill.txt 54 1172 career 0
17 sample-data/web/en/hill.txt 55 1173 ended 0
17 sample-data/web/en/hill.txt 56 1174 controversy 7
17 sample-data/web/en/hill.txt 57 1175 involved 0
17 sample-data/web/en/hill.txt 58 1176 brawl 3
17 sample-data/web/en/hill.txt 59 1155 cricket 0
17 sample-data/web/en/hill.txt 60 1177 administrator 0
17 sample-data/web/en/hill.txt 61 1178 fellow 0
17 sample-data/web/en/hill.txt 62 1141 test 0
17 sample-data/web/en/hill.txt 63 1179 selector 0
17 sample-data/web/en/hill.txt 64 1180 peter 7
17 sample-data/web/en/hill.txt 65 1181 mcalister 0
17 sample-data/web/en/hill.txt 66 1182 big 7
17 sample-data/web/en/hill.txt 67 1183 group 4
17 sample-data/web/en/hill.txt 68 1184 leading 0
17 sample-data/web/en/hill.txt 69 1138 australian 0
17 sample-data/web/en/hill.txt 70 1185 cricketers 4
17 sample-data/web/en/hill.txt 71 1186 boycotted 4
17 sample-data/web/en/hill.txt 72 1187 triangular 6
17 sample-data/web/en/hill.txt 73 1188 tournament 0
17 sample-data/web/en/hill.txt 74 1189 england 7
17 sample-data/web/en/hill.txt 75 1190 players 0
17 sample-data/web/en/hill.txt 76 1191 stripped 0
17 sample-data/web/en/hill.txt 77 1192 appoint 0
17 sample-data/web/en/hill.txt 78 1193 tour 0
17 sample-data/web/en/hill.txt 79 1194 manager 0
17 sample-data/web/en/hill.txt 80 1195 boycott 0
17 sample-data/web/en/hill.txt 81 1196 effectively 4
17 sample-data/web/en/hill.txt 82 1173 ended 0
17 sample-data/web/en/hill.txt 83 1141 test 0
17 sample-data/web/en/hill.txt 84 1172 career 0
17 sample-data/web/en/hill.txt 85 1197 retiring 0
17 sample-data/web/en/hill.txt 86 1155 cricket 0
17 sample-data/web/en/hill.txt 87 1137 hill 0
17 sample-data/web/en/hill.txt 88 1198 worked 7
17 sample-data/web/en/hill.txt 89 1199 horse 0
17 sample-data/web/en/hill.txt 90 1200 racing 7
17 sample-data/web/en/hill.txt 91 1201 industry 0
17 sample-data/web/en/hill.txt 92 1202 stipendiary 4
17 sample-data/web/en/hill.txt 93 1203 steward 2
17 sample-data/web/en/hill.txt 94 1204 handicapper 7
17 sample-data/web/en/hill.txt 95 1205 races 0
17 sample-data/web/en/hill.txt 96 1020 including 7
17 sample-data/web/en/hill.txt 97 1206 caulfield 0
17 sample-data/web/en/hill.txt 98 1207 cup 0
18 sample-data/web/en/shiloh.txt 0 1096 battle 3
18 sample-data/web/en/shiloh.txt 1 1097 shiloh 3
18 sample-data/web/en/shiloh.txt 2 1096 battle 3
18 sample-data/web/en/shiloh.txt 3 1208 pittsburg 3
18 sample-data/web/en/shiloh.txt 4 1209 landing 3
18 sample-data/web/en/shiloh.txt 5 1210 major 9
18 sample-data/web/en/shiloh.txt 6 1096 battle 3
18 sample-data/web/en/shiloh.txt 7 1211 western 2
18 sample-data/web/en/shiloh.txt 8 1212 theater 3
18 sample-data/web/en/shiloh.txt 9 1077 american 3
18 sample-data/web/en/shiloh.txt 10 1078 civil 3
18 sample-data/web/en/shiloh.txt 11 1 war 1
18 sample-data/web/en/shiloh.txt 12 1213 fought 4
18 sample-data/web/en/shiloh.txt 13 1214 april 3
18 sample-data/web/en/shiloh.txt 14 1214 april 3
18 sample-data/web/en/shiloh.txt 15 1215 southwestern 3
18 sample-data/web/en/shiloh.txt 16 1103 tennessee 3
18 sample-data/web/en/shiloh.txt 17 1069 confederate 3
18 sample-data/web/en/shiloh.txt 18 1112 forces 4
18 sample-data/web/en/shiloh.txt 19 1216 generals 0
18 sample-data/web/en/shiloh.txt 20 1217 albert 3
18 sample-data/web/en/shiloh.txt 21 1218 sidney 0
18 sample-data/web/en/shiloh.txt 22 1219 johnston 3
18 sample-data/web/en/shiloh.txt 23 1220 beauregard 4
18 sample-data/web/en/shiloh.txt 24 1221 launched 3
18 sample-data/web/en/shiloh.txt 25 1222 surprise 7
18 sample-data/web/en/shiloh.txt 26 1223 attack 0
18 sample-data/web/en/shiloh.txt 27 1113 union 3
18 sample-data/web/en/shiloh.txt 28 1102 army 3
18 sample-data/web/en/shiloh.txt 29 1224 maj 3
18 sample-data/web/en/shiloh.txt 30 440 gen 3
18 sample-data/web/en/shiloh.txt 31 1225 ulysses 3
18 sample-data/web/en/shiloh.txt 32 1226 grant 3
18 sample-data/web/en/shiloh.txt 33 1227 close 3
18 sample-data/web/en/shiloh.txt 34 1228 defeating 3
18 sample-data/web/en/shiloh.txt 35 1102 army 3
18 sample-data/web/en/shiloh.txt 36 931 day 3
18 sample-data/web/en/shiloh.txt 37 1096 battle 3
18 sample-data/web/en/shiloh.txt 38 1117 confederates 3
18 sample-data/web/en/shiloh.txt 39 1229 struck 3
18 sample-data/web/en/shiloh.txt 40 1230 intention 0
18 sample-data/web/en/shiloh.txt 41 1231 driving 0
18 sample-data/web/en/shiloh.txt 42 1113 union 3
18 sample-data/web/en/shiloh.txt 43 1232 defenders 3
18 sample-data/web/en/shiloh.txt 44 1103 tennessee 3
18 sample-data/web/en/shiloh.txt 45 1233 river 4
18 sample-data/web/en/shiloh.txt 46 1234 swamps 3
18 sample-data/web/en/shiloh.txt 47 1235 owl 4
18 sample-data/web/en/shiloh.txt 48 1236 creek 4
18 sample-data/web/en/shiloh.txt 49 267 west 3
18 sample-data/web/en/shiloh.txt 50 1237 hoping 3
18 sample-data/web/en/shiloh.txt 51 1238 defeat 8
18 sample-data/web/en/shiloh.txt 52 1226 grant 3
18 sample-data/web/en/shiloh.txt 53 1102 army 3
18 sample-data/web/en/shiloh.txt 54 1103 tennessee 3
18 sample-data/web/en/shiloh.txt 55 1239 link 0
18 sample-data/web/en/shiloh.txt 56 1224 maj 3
18 sample-data/web/en/shiloh.txt 57 440 gen 3
18 sample-data/web/en/shiloh.txt 58 1114 don 3
18 sample-data/web/en/shiloh.txt 59 1115 carlos 3
18 sample-data/web/en/shiloh.txt 60 1116 buell 3
18 sample-data/web/en/shiloh.txt 61 1102 army 3
18 sample-data/web/en/shiloh.txt 62 1240 ohio 0
18 sample-data/web/en/shiloh.txt 63 1069 confederate 3
18 sample-data/web/en/shiloh.txt 64 1096 battle 3
18 sample-data/web/en/shiloh.txt 65 1241 lines 8
18 sample-data/web/en/shiloh.txt 66 1242 confused 3
18 sample-data/web/en/shiloh.txt 67 1243 fierce 3
18 sample-data/web/en/shiloh.txt 68 1244 fighting 3
18 sample-data/web/en/shiloh.txt 69 1226 grant 3
18 sample-data/web/en/shiloh.txt 70 1245 men 3
18 sample-data/web/en/shiloh.txt 71 1246 fell 3
18 sample-data/web/en/shiloh.txt 72 1247 back 0
18 sample-data/web/en/shiloh.txt 73 1248 direction 0
18 sample-data/web/en/shiloh.txt 74 1208 pittsburg 3
18 sample-data/web/en/shiloh.txt 75 1209 landing 3
18 sample-data/web/en/shiloh.txt 76 1249 northeast 3
18 sample-data/web/en/shiloh.txt 77 1250 position 3
18 sample-data/web/en/shiloh.txt 78 1251 slightly 3
18 sample-data/web/en/shiloh.txt 79 1252 sunken 7
18 sample-data/web/en/shiloh.txt 80 1253 road 3
18 sample-data/web/en/shiloh.txt 81 1254 nicknamed 0
18 sample-data/web/en/shiloh.txt 82 1255 hornet 3
18 sample-data/web/en/shiloh.txt 83 1256 nest 3
18 sample-data/web/en/shiloh.txt 84 1257 defended 6
18 sample-data/web/en/shiloh.txt 85 1245 men 3
18 sample-data/web/en/shiloh.txt 86 1258 brig 3
18 sample-data/web/en/shiloh.txt 87 1259 gens 0
18 sample-data/web/en/shiloh.txt 88 1260 benjamin 4
18 sample-data/web/en/shiloh.txt 89 1261 prentiss 0
18 sample-data/web/en/shiloh.txt 90 1262 wallace 3
18 sample-data/web/en/shiloh.txt 91 1263 divisions 8
18 sample-data/web/en/shiloh.txt 92 1264 provided 6
18 sample-data/web/en/shiloh.txt 93 1265 critical 3
18 sample-data/web/en/shiloh.txt 94 914 time 4
18 sample-data/web/en/shiloh.txt 95 1044 rest 8
18 sample-data/web/en/shiloh.txt 96 1113 union 3
18 sample-data/web/en/shiloh.txt 97 1266 line 3
18 sample-data/web/en/shiloh.txt 98 1267 stabilize 3
18 sample-data/web/en/shiloh.txt 99 1268 protection 3
18 sample-data/web/en/shiloh.txt 100 1269 numerous 2
18 sample-data/web/en/shiloh.txt 101 1270 artillery 3
18 sample-data/web/en/shiloh.txt 102 1271 batteries 3
18 sample-data/web/en/shiloh.txt 103 440 gen 3
18 sample-data/web/en/shiloh.txt 104 1219 johnston 3
18 sample-data/web/en/shiloh.txt 105 1272 killed 3
18 sample-data/web/en/shiloh.txt 106 931 day 3
18 sample-data/web/en/shiloh.txt 107 1244 fighting 3
18 sample-data/web/en/shiloh.txt 108 1220 beauregard 4
18 sample-data/web/en/shiloh.txt 109 1273 command 4
18 sample-data/web/en/shiloh.txt 110 1274 decided 3
18 sample-data/web/en/shiloh.txt 111 1275 assaulting 6
18 sample-data/web/en/shiloh.txt 112 1276 final 0
18 sample-data/web/en/shiloh.txt 113 1113 union 3
18 sample-data/web/en/shiloh.txt 114 1250 position 3
18 sample-data/web/en/shiloh.txt 115 1277 night 8
18 sample-data/web/en/shiloh.txt 116 1278 reinforcements 4
18 sample-data/web/en/shiloh.txt 117 440 gen 3
18 sample-data/web/en/shiloh.txt 118 1116 buell 3
18 sample-data/web/en/shiloh.txt 119 1279 arrived 3
18 sample-data/web/en/shiloh.txt 120 1280 evening 7
18 sample-data/web/en/shiloh.txt 121 1281 turned 1
18 sample-data/web/en/shiloh.txt 122 1282 tide 3
18 sample-data/web/en/shiloh.txt 123 1283 morning 3
18 sample-data/web/en/shiloh.txt 124 1226 grant 3
18 sample-data/web/en/shiloh.txt 125 1221 launched 3
18 sample-data/web/en/shiloh.txt 126 1284 counterattack 6
18 sample-data/web/en/shiloh.txt 127 1285 entire 3
18 sample-data/web/en/shiloh.txt 128 1266 line 3
18 sample-data/web/en/shiloh.txt 129 1117 confederates 3
18 sample-data/web/en/shiloh.txt 130 1286 forced 3
18 sample-data/web/en/shiloh.txt 131 1287 retreat 9
18 sample-data/web/en/shiloh.txt 132 1288 bloodiest 1
18 sample-data/web/en/shiloh.txt 133 1096 battle 3
18 sample-data/web/en/shiloh.txt 134 1036 united 3
18 sample-data/web/en/shiloh.txt 135 1066 states 3
18 sample-data/web/en/shiloh.txt 136 1289 history 3
18 sample-data/web/en/shiloh.txt 137 914 time 3
18 sample-data/web/en/shiloh.txt 138 1290 ending 0
18 sample-data/web/en/shiloh.txt 139 1291 hopes 3
18 sample-data/web/en/shiloh.txt 140 1292 block 9
18 sample-data/web/en/shiloh.txt 141 1113 union 3
18 sample-data/web/en/shiloh.txt 142 1293 advance 7
18 sample-data/web/en/shiloh.txt 143 1294 northern 0
18 sample-data/web/en/shiloh.txt 144 1295 mississippi 4
19 sample-data/web/en/sunderland_echo.txt 0 1296 sunderland 2
19 sample-data/web/en/sunderland_echo.txt 1 1297 echo 2
19 sample-data/web/en/sunderland_echo.txt 2 1280 evening 8
19 sample-data/web/en/sunderland_echo.txt 3 1298 provincial 0
19 sample-data/web/en/sunderland_echo.txt 4 1299 newspaper 2
19 sample-data/web/en/sunderland_echo.txt 5 1300 serving 2
19 sample-data/web/en/sunderland_echo.txt 6 1296 sunderland 2
19 sample-data/web/en/sunderland_echo.txt 7 1167 south 0
19 sample-data/web/en/sunderland_echo.txt 8 1301 tyneside 2
19 sample-data/web/en/sunderland_echo.txt 9 1302 east 2
19 sample-data/web/en/sunderland_echo.txt 10 1303 durham 1
19 sample-data/web/en/sunderland_echo.txt 11 1304 areas 8
19 sample-data/web/en/sunderland_echo.txt 12 1305 north 4
19 sample-data/web/en/sunderland_echo.txt 13 1302 east 2
19 sample-data/web/en/sunderland_echo.txt 14 1189 england 7
19 sample-data/web/en/sunderland_echo.txt 15 1299 newspaper 2
19 sample-data/web/en/sunderland_echo.txt 16 1306 founded 1
19 sample-data/web/en/sunderland_echo.txt 17 1307 samuel 8
19 sample-data/web/en/sunderland_echo.txt 18 1308 storey 2
19 sample-data/web/en/sunderland_echo.txt 19 1309 edward 7
19 sample-data/web/en/sunderland_echo.txt 20 1310 backhouse 4
19 sample-data/web/en/sunderland_echo.txt 21 1309 edward 7
19 sample-data/web/en/sunderland_echo.txt 22 1311 temperley 2
19 sample-data/web/en/sunderland_echo.txt 23 1312 gourley 8
19 sample-data/web/en/sunderland_echo.txt 24 1313 charles 2
19 sample-data/web/en/sunderland_echo.txt 25 1314 palmer 2
19 sample-data/web/en/sunderland_echo.txt 26 1064 richard 3
19 sample-data/web/en/sunderland_echo.txt 27 1315 ruddock 9
19 sample-data/web/en/sunderland_echo.txt 28 1316 thomas 5
19 sample-data/web/en/sunderland_echo.txt 29 1317 glaholm 9
19 sample-data/web/en/sunderland_echo.txt 30 1316 thomas 2
19 sample-data/web/en/sunderland_echo.txt 31 1318 scott 2
19 sample-data/web/en/sunderland_echo.txt 32 1319 turnbull 2
19 sample-data/web/en/sunderland_echo.txt 33 1296 sunderland 2
19 sample-data/web/en/sunderland_echo.txt 34 1320 daily 2
19 sample-data/web/en/sunderland_echo.txt 35 1297 echo 2
19 sample-data/web/en/sunderland_echo.txt 36 1321 shipping 3
19 sample-data/web/en/sunderland_echo.txt 37 1322 gazette 3
19 sample-data/web/en/sunderland_echo.txt 38 1323 designed 2
19 sample-data/web/en/sunderland_echo.txt 39 1324 provide 2
19 sample-data/web/en/sunderland_echo.txt 40 1325 platform 2
19 sample-data/web/en/sunderland_echo.txt 41 1326 radical 2
19 sample-data/web/en/sunderland_echo.txt 42 1327 views 2
19 sample-data/web/en/sunderland_echo.txt 43 1108 held 3
19 sample-data/web/en/sunderland_echo.txt 44 1308 storey 2
19 sample-data/web/en/sunderland_echo.txt 45 1328 partners 9
19 sample-data/web/en/sunderland_echo.txt 46 1296 sunderland 2
19 sample-data/web/en/sunderland_echo.txt 47 1329 local 7
19 sample-data/web/en/sunderland_echo.txt 48 1320 daily 2
19 sample-data/web/en/sunderland_echo.txt 49 1330 paper 2
19 sample-data/web/en/sunderland_echo.txt 50 1331 inaugural 2
19 sample-data/web/en/sunderland_echo.txt 51 1332 edition 0
19 sample-data/web/en/sunderland_echo.txt 52 1297 echo 2
19 sample-data/web/en/sunderland_echo.txt 53 1333 printed 2
19 sample-data/web/en/sunderland_echo.txt 54 1334 press 2
19 sample-data/web/en/sunderland_echo.txt 55 1335 lane 7
19 sample-data/web/en/sunderland_echo.txt 56 1296 sunderland 0
19 sample-data/web/en/sunderland_echo.txt 57 1336 december 2
19 sample-data/web/en/sunderland_echo.txt 58 1337 copies 7
19 sample-data/web/en/sunderland_echo.txt 59 1338 produced 2
19 sample-data/web/en/sunderland_echo.txt 60 1339 sold 2
19 sample-data/web/en/sunderland_echo.txt 61 1340 halfpenny 7
19 sample-data/web/en/sunderland_echo.txt 62 1297 echo 2
19 sample-data/web/en/sunderland_echo.txt 63 1341 survived 3
19 sample-data/web/en/sunderland_echo.txt 64 1342 intense 5
19 sample-data/web/en/sunderland_echo.txt 65 1343 competition 0
19 sample-data/web/en/sunderland_echo.txt 66 1344 early 2
19 sample-data/web/en/sunderland_echo.txt 67 1166 years 0
19 sample-data/web/en/sunderland_echo.txt 68 1345 depression 2
19 sample-data/web/en/sunderland_echo.txt 69 1156 world 0
19 sample-data/web/en/sunderland_echo.txt 70 1346 wars 2
19 sample-data/web/en/sunderland_echo.txt 71 1296 sunderland 2
19 sample-data/web/en/sunderland_echo.txt 72 1347 heavily 7
19 sample-data/web/en/sunderland_echo.txt 73 1348 bombed 2
19 sample-data/web/en/sunderland_echo.txt 74 1156 world 0
19 sample-data/web/en/sunderland_echo.txt 75 1 war 1
19 sample-data/web/en/sunderland_echo.txt 76 1297 echo 2
19 sample-data/web/en/sunderland_echo.txt 77 1349 building 5
19 sample-data/web/en/sunderland_echo.txt 78 1350 undamaged 0
19 sample-data/web/en/sunderland_echo.txt 79 1286 forced 3
19 sample-data/web/en/sunderland_echo.txt 80 1351 print 2
19 sample-data/web/en/sunderland_echo.txt 81 1352 competitor 3
19 sample-data/web/en/sunderland_echo.txt 82 1330 paper 2
19 sample-data/web/en/sunderland_echo.txt 83 1353 wartime 2
19 sample-data/web/en/sunderland_echo.txt 84 1354 rules 2
19 sample-data/web/en/sunderland_echo.txt 85 914 time 3
19 sample-data/web/en/sunderland_echo.txt 86 1330 paper 2
19 sample-data/web/en/sunderland_echo.txt 87 1355 format 1
19 sample-data/web/en/sunderland_echo.txt 88 1356 changed 2
19 sample-data/web/en/sunderland_echo.txt 89 1357 broadsheet 2
19 sample-data/web/en/sunderland_echo.txt 90 1358 current 9
19 sample-data/web/en/sunderland_echo.txt 91 1359 tabloid 1
19 sample-data/web/en/sunderland_echo.txt 92 1360 layout 7
19 sample-data/web/en/sunderland_echo.txt 93 1361 national 2
19 sample-data/web/en/sunderland_echo.txt 94 1362 newsprint 7
19 sample-data/web/en/sunderland_echo.txt 95 1363 shortages 2
20 sample-data/web/en/thespis.txt 0 1364 thespis 8
20 sample-data/web/en/thespis.txt 1 1365 operatic 9
20 sample-data/web/en/thespis.txt 2 1366 extravaganza 4
20 sample-data/web/en/thespis.txt 3 1367 collaboration 8
20 sample-data/web/en/thespis.txt 4 1368 dramatist 8
20 sample-data/web/en/thespis.txt 5 1369 gilbert 8
20 sample-data/web/en/thespis.txt 6 1370 composer 8
20 sample-data/web/en/thespis.txt 7 1371 arthur 8
